Step,Current Stock Price,Action,Buy and Hold Portfolio Value,DQN Agent Portfolio Value
552,426.315,4,52686.359913818516,52585.90999999999
553,426.405,8,52697.48261039791,52590.94999999999
554,426.355,10,52691.303334520475,52588.54999999999
555,426.395,8,52696.24675522242,52589.98999999999
556,426.395,6,52696.24675522242,52589.98999999999
557,426.365,5,52692.53918969596,52589.08999999998
558,426.385,1,52695.01090004693,52590.14999999998
559,426.33,4,52688.21369658175,52587.069999999985
560,426.36,4,52691.92126210822,52589.139999999985
561,426.355,7,52691.303334520475,52588.74499999998
562,426.355,4,52691.303334520475,52588.74499999998
563,426.37,9,52693.15711728371,52589.97499999999
564,426.385,10,52695.01090004693,52590.96499999998
565,426.355,3,52691.303334520475,52589.46499999998
566,426.375,10,52693.77504487145,52590.68499999998
567,426.355,2,52691.303334520475,52589.764999999985
568,426.365,1,52692.53918969596,52590.294999999984
569,426.415,4,52698.7184655734,52593.09499999999
570,426.395,1,52696.24675522242,52591.71499999998
571,426.444,2,52702.30244558232,52595.19399999998
572,426.335,10,52688.83162416949,52586.909999999974
573,426.415,4,52698.7184655734,52591.46999999999
574,426.554,2,52715.89685251268,52601.19999999998
